case_index,scenario,sentiment,urgency,emp_steering,frm_steering,emp_token_len,frm_token_len,emp_sent_len,frm_sent_len,emp_ttr,frm_ttr,rouge1_ef,rouge2_ef,rougeL_ef,rouge1_ec,rouge1_fc,emp_flesch_ease,emp_flesch_grade,emp_fog,frm_flesch_ease,frm_flesch_grade,frm_fog,emp_empathy_score,emp_formality_score,frm_empathy_score,frm_formality_score,emp_fp_singular,frm_fp_singular,emp_passive,frm_passive,style_disc_score,emp_entity_cov,frm_entity_cov,emp_placeholder,frm_placeholder,emp_cov_product,emp_cov_order_id,emp_cov_issue,emp_cov_urgency,emp_cov_sentiment,emp_cov_customer_name,frm_cov_product,frm_cov_order_id,frm_cov_issue,frm_cov_urgency,frm_cov_sentiment,frm_cov_customer_name,kg_nodes,kg_edges,kg_density,kg_salience
11,battery_issue,neutral,medium,kg_activation,kg_activation,77,74,3,3,0.8311688311688312,0.8243243243243243,0.4142857142857143,0.08695652173913045,0.17142857142857143,0.22857142857142856,0.17543859649122806,43.40206572769955,13.085070422535214,13.973708920187796,17.116568627450988,16.50294117647059,19.06666666666667,0.0,0.06896551724137931,0.06451612903225806,0.034482758620689655,0.0,0.0,0.0,0.3333333333333333,-0.09899888765294772,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6,3,0.1,0.8083333333333335
12,battery_issue,polite,low,kg_activation,kg_activation,65,63,2,3,0.8923076923076924,0.8571428571428571,0.3697478991596639,0.05128205128205129,0.13445378151260504,0.26415094339622636,0.20253164556962028,22.69500000000002,17.54666666666667,18.0,17.673333333333346,15.680000000000003,18.714124293785314,0.0,0.0,0.06451612903225806,0.06896551724137931,0.6666666666666666,0.0,0.0,0.0,0.004449388209121247,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.85
13,battery_issue,frustrated,high,kg_activation,kg_activation,75,46,3,2,0.8933333333333333,0.8913043478260869,0.34782608695652173,0.05309734513274336,0.20869565217391303,0.23391812865497078,0.18055555555555558,45.78516431924882,12.752676056338032,12.846948356807514,36.45500000000001,13.640000000000004,14.254545454545458,0.03225806451612903,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.5,-0.0022246941045606233,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,8,0.14285714285714285,0.8875
14,battery_issue,angry,high,kg_activation,kg_activation,68,76,3,3,0.8823529411764706,0.8421052631578947,0.43283582089552236,0.2424242424242424,0.2835820895522388,0.18181818181818182,0.18681318681318682,51.23428571428573,11.330158730158733,12.20952380952381,35.7059523809524,14.075714285714287,15.619047619047619,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.3333333333333333,0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,12,0.16666666666666666,0.8944444444444445
15,battery_issue,neutral,medium,kg_activation,kg_activation,83,39,3,2,0.8674698795180723,0.8974358974358975,0.33043478260869563,0.035398230088495575,0.15652173913043477,0.2594594594594595,0.16901408450704225,39.44500000000002,14.216666666666669,15.528205128205128,14.66500000000002,15.685555555555556,19.422222222222224,0.0,0.06896551724137931,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,-0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8357142857142857
16,battery_issue,polite,low,kg_activation,kg_activation,86,40,2,2,0.9302325581395349,0.8,0.35,0.05084745762711864,0.16666666666666666,0.21739130434782608,0.21428571428571427,20.780975609756126,20.546341463414638,21.278048780487808,33.93421052631581,13.246315789473687,14.968421052631578,0.03225806451612903,0.06896551724137931,0.03225806451612903,0.0,0.5,0.0,0.0,0.5,-0.06896551724137931,0.0,0.14285714285714285,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,7,6,0.14285714285714285,0.85
17,battery_issue,frustrated,high,kg_activation,kg_activation,62,110,3,3,0.8548387096774194,0.9090909090909091,0.25925925925925924,0.012499999999999999,0.1111111111111111,0.2684563758389262,0.2153846153846154,71.98063218390807,8.022413793103446,9.11264367816092,3.2617948717948764,21.41653846153846,23.482051282051284,0.03225806451612903,0.0,0.03225806451612903,0.06896551724137931,1.0,0.0,0.0,0.6666666666666666,0.06896551724137931,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.85
18,battery_issue,angry,high,kg_activation,kg_activation,61,68,3,3,0.8524590163934426,0.8676470588235294,0.26666666666666666,0.06779661016949153,0.13333333333333333,0.07594936708860758,0.14634146341463414,62.87631578947371,9.209473684210526,11.108771929824563,37.805714285714316,13.203174603174606,14.74920634920635,0.0,0.0,0.03225806451612903,0.034482758620689655,0.5,0.0,0.0,0.0,0.0022246941045606233,0.0,0.14285714285714285,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,6,0.14285714285714285,0.8357142857142856
19,battery_issue,neutral,medium,kg_activation,kg_activation,87,74,3,2,0.896551724137931,0.8513513513513513,0.2913907284768212,0.02684563758389262,0.13245033112582782,0.22099447513812154,0.2941176470588235,36.34111111111113,14.898024691358028,17.71358024691358,11.208619402985107,20.018283582089555,23.549253731343285,0.0,0.034482758620689655,0.06451612903225806,0.034482758620689655,0.0,0.0,0.0,0.0,-0.06451612903225806,0.0,0.14285714285714285,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,7,6,0.14285714285714285,0.8357142857142857
20,battery_issue,polite,low,kg_activation,kg_activation,62,71,2,3,0.9193548387096774,0.8591549295774648,0.28571428571428575,0.016129032258064512,0.11111111111111112,0.1728395061728395,0.11627906976744186,41.360131578947374,14.570614035087718,17.71578947368421,18.360686274509845,16.329411764705885,18.47843137254902,0.0,0.0,0.03225806451612903,0.10344827586206896,0.3333333333333333,0.0,0.0,0.0,0.07119021134593993,0.14285714285714285,0.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.85
21,battery_issue,frustrated,high,kg_activation,kg_activation,82,54,3,2,0.7804878048780488,0.8148148148148148,0.4375,0.14285714285714285,0.21875,0.2793296089385475,0.23841059602649006,47.84047619047621,12.962857142857146,14.422510822510823,30.872000000000014,15.164000000000001,16.400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.8416666666666667
22,battery_issue,angry,high,kg_activation,kg_activation,88,78,4,3,0.8636363636363636,0.7692307692307693,0.3037974683544304,0.025641025641025644,0.13924050632911392,0.14054054054054055,0.1581920903954802,58.09579268292684,10.248902439024391,11.126829268292683,22.887522522522545,16.194864864864865,18.515315315315316,0.0,0.0,0.03225806451612903,0.034482758620689655,0.0,0.0,0.0,0.0,0.0022246941045606233,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8,4,0.07142857142857142,0.8125
23,battery_issue,neutral,medium,kg_activation,kg_activation,67,60,3,3,0.9104477611940298,0.8666666666666667,0.2975206611570248,0.06722689075630252,0.1487603305785124,0.1904761904761905,0.18633540372670807,47.70666666666668,11.905000000000001,13.533333333333331,28.739473684210537,13.97087719298246,13.915789473684212,0.0,0.06896551724137931,0.0,0.034482758620689655,0.0,0.0,0.0,0.6666666666666666,-0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,0.13333333333333333,0.8250000000000001
24,battery_issue,polite,low,kg_activation,kg_activation,71,43,3,2,0.8591549295774648,0.8604651162790697,0.26168224299065423,0.01904761904761905,0.09345794392523366,0.2285714285714286,0.2,53.759545454545474,11.22636363636364,13.042424242424245,12.700670731707334,16.580609756097562,19.90731707317073,0.03225806451612903,0.0,0.03225806451612903,0.034482758620689655,0.75,0.0,0.3333333333333333,0.5,0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.85
25,battery_issue,frustrated,high,kg_activation,kg_activation,67,86,3,3,0.9104477611940298,0.8604651162790697,0.2535211267605634,0.014285714285714285,0.09859154929577466,0.21686746987951808,0.2173913043478261,51.17500000000004,11.090000000000003,14.66666666666667,33.39527426160342,15.143291139240507,16.60928270042194,0.0,0.034482758620689655,0.0,0.06896551724137931,0.5,0.0,0.0,0.3333333333333333,0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8357142857142857
26,wrong_item,angry,high,kg_activation,kg_activation,66,66,2,3,0.8333333333333334,0.8484848484848485,0.384,0.0975609756097561,0.24,0.20689655172413793,0.19444444444444445,51.19903225806452,13.819354838709678,13.690322580645162,39.186830601092936,12.844918032786886,14.034972677595627,0.0,0.0,0.03225806451612903,0.0,0.3333333333333333,0.0,0.0,0.0,-0.03225806451612903,0.0,0.125,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,8,5,0.08928571428571429,0.7125
27,wrong_item,frustrated,high,kg_activation,kg_activation,60,65,3,3,0.85,0.8153846153846154,0.3076923076923077,0.1391304347826087,0.2393162393162393,0.1340782122905028,0.1739130434782609,65.52047619047622,8.757857142857144,10.323809523809524,32.25240437158473,13.812131147540985,16.002185792349728,0.0,0.034482758620689655,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,-0.06674082313681869,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,10,0.1388888888888889,0.8333333333333335
28,wrong_item,neutral,medium,kg_activation,kg_activation,100,60,5,3,0.76,0.8666666666666667,0.4429530201342282,0.16326530612244897,0.3221476510067114,0.25870646766169153,0.18292682926829268,62.85650549450553,9.013494505494506,10.356923076923078,36.816904761904794,12.761428571428574,15.323809523809524,0.0,0.06896551724137931,0.0,0.10344827586206896,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.7857142857142857
29,wrong_item,polite,low,kg_activation,kg_activation,53,61,3,2,0.8867924528301887,0.819672131147541,0.18867924528301885,0.0,0.11320754716981131,0.2550335570469799,0.2038216560509554,86.53333333333335,5.081702127659575,7.117730496453901,23.5496052631579,17.05482456140351,19.119298245614036,0.03225806451612903,0.034482758620689655,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,-0.0022246941045606233,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.8214285714285714
30,wrong_item,angry,high,kg_activation,kg_activation,68,52,3,3,0.7794117647058824,0.8461538461538461,0.35714285714285715,0.07272727272727271,0.21428571428571427,0.18823529411764706,0.12987012987012989,57.948571428571455,10.393650793650796,10.304761904761905,58.4075,9.087500000000002,11.4,0.03225806451612903,0.034482758620689655,0.0,0.0,0.75,0.0,0.0,0.0,-0.0022246941045606233,0.0,0.08333333333333333,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,12,16,0.12121212121212122,0.8458333333333333
31,wrong_item,frustrated,high,kg_activation,kg_activation,81,64,4,3,0.8765432098765432,0.8125,0.3529411764705882,0.07462686567164178,0.23529411764705885,0.21052631578947367,0.24615384615384617,59.21175000000002,9.6585,10.700000000000001,36.41306010928966,13.231803278688524,15.346448087431694,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.034482758620689655,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8,5,0.08928571428571429,0.85
32,wrong_item,neutral,medium,kg_activation,kg_activation,80,60,4,3,0.85,0.8,0.3125,0.031746031746031744,0.15625,0.19318181818181818,0.16455696202531644,55.79000000000002,9.949444444444445,12.200000000000001,45.175757575757615,11.512727272727272,12.424242424242424,0.03225806451612903,0.06896551724137931,0.0,0.06896551724137931,0.0,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.7928571428571429
33,wrong_item,polite,low,kg_activation,kg_activation,50,54,2,3,0.9,0.8518518518518519,0.268041237113402,0.0,0.12371134020618556,0.3026315789473684,0.19354838709677416,58.429130434782635,10.823478260869567,11.808695652173913,49.48233333333337,10.498000000000001,11.466666666666669,0.03225806451612903,0.034482758620689655,0.0,0.0,0.5,0.0,0.0,0.0,-0.0022246941045606233,0.0,0.14285714285714285,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.8214285714285714
34,wrong_item,angry,high,kg_activation,kg_activation,71,61,3,3,0.8028169014084507,0.8688524590163934,0.3577235772357723,0.03305785123966942,0.14634146341463414,0.16304347826086954,0.16,44.78681818181818,12.47787878787879,13.64848484848485,45.06578947368425,11.693684210526317,11.810526315789474,0.03225806451612903,0.034482758620689655,0.03225806451612903,0.034482758620689655,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,14,0.12727272727272726,0.85
35,wrong_item,frustrated,high,kg_activation,kg_activation,57,62,3,3,0.9122807017543859,0.8387096774193549,0.4285714285714286,0.18181818181818182,0.17857142857142858,0.2033898305084746,0.16574585635359115,55.39833333333334,10.004074074074076,10.903703703703705,37.64473684210529,12.728771929824564,13.915789473684212,0.0,0.0,0.03225806451612903,0.0,0.5,0.0,0.0,0.0,-0.03225806451612903,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8
36,wrong_item,neutral,medium,kg_activation,kg_activation,78,61,3,3,0.8333333333333334,0.8524590163934426,0.3565891472868217,0.07874015748031496,0.186046511627907,0.1754385964912281,0.19230769230769232,58.89220657276995,10.924507042253524,11.72018779342723,37.64473684210529,12.728771929824564,14.617543859649125,0.06451612903225806,0.06896551724137931,0.06451612903225806,0.034482758620689655,0.0,0.0,0.0,0.0,-0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.7857142857142857
37,wrong_item,polite,low,kg_activation,kg_activation,61,53,3,3,0.819672131147541,0.8301886792452831,0.2962962962962963,0.01886792452830189,0.14814814814814814,0.2625,0.2207792207792208,67.32894736842107,8.588421052631581,10.40701754385965,42.71433333333337,11.442,13.06666666666667,0.0,0.0,0.03225806451612903,0.0,0.3333333333333333,0.0,0.0,0.0,-0.03225806451612903,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.8214285714285714
38,wrong_item,angry,high,kg_activation,kg_activation,66,54,4,3,0.7878787878787878,0.8703703703703703,0.3214285714285714,0.07272727272727272,0.17857142857142855,0.23170731707317072,0.10526315789473684,60.98903688524592,8.541106557377052,9.378688524590164,39.33033333333336,11.914000000000001,14.66666666666667,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.25,0.0,0,0,0.25,,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8,5,0.08928571428571429,0.84375
39,wrong_item,frustrated,high,kg_activation,kg_activation,66,50,2,2,0.803030303030303,0.9,0.25925925925925924,0.01886792452830189,0.12962962962962962,0.2777777777777778,0.1566265060240964,48.075000000000045,14.006666666666671,15.333333333333336,24.58250000000001,15.6686170212766,17.059574468085106,0.0,0.06896551724137931,0.03225806451612903,0.0,0.6666666666666666,0.0,0.0,0.5,-0.10122358175750834,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8357142857142857
40,wrong_item,neutral,medium,kg_activation,kg_activation,70,87,4,4,0.8571428571428571,0.7701149425287356,0.2993197278911564,0.0,0.12244897959183673,0.2694300518134715,0.2788461538461539,58.885865384615386,9.082884615384618,11.423076923076923,45.88750000000002,11.827500000000004,12.5,0.0,0.034482758620689655,0.0,0.034482758620689655,0.75,0.0,0.25,0.25,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.7857142857142857
41,wrong_item,polite,low,kg_activation,kg_activation,56,52,3,3,0.8392857142857143,0.8846153846153846,0.24489795918367346,0.0,0.12244897959183673,0.20382165605095542,0.14193548387096774,76.0325,6.629166666666666,8.066666666666668,47.83250000000001,10.562500000000004,12.233333333333334,0.03225806451612903,0.034482758620689655,0.0,0.034482758620689655,0.5,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7,4,0.09523809523809523,0.7857142857142858
42,wrong_item,angry,high,kg_activation,kg_activation,68,67,3,3,0.8235294117647058,0.8208955223880597,0.42519685039370075,0.096,0.1732283464566929,0.23448275862068965,0.18055555555555555,82.12,7.022222222222222,9.034920634920637,55.26285714285714,10.768253968253969,11.574603174603176,0.0,0.034482758620689655,0.0,0.034482758620689655,0.75,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,10,12,0.13333333333333333,0.85
43,wrong_item,frustrated,high,kg_activation,kg_activation,50,60,2,3,0.84,0.8333333333333334,0.36538461538461536,0.09803921568627451,0.21153846153846154,0.14864864864864863,0.19230769230769232,64.18250000000002,10.14521276595745,11.10212765957447,51.92404761904763,10.654285714285717,13.895238095238097,0.0,0.034482758620689655,0.0,0.0,1.0,0.0,0.0,0.0,-0.034482758620689655,0.0,0.125,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,8,5,0.08928571428571429,0.8
44,wrong_item,neutral,medium,kg_activation,kg_activation,72,56,3,3,0.7777777777777778,0.8392857142857143,0.2689075630252101,0.03418803418803419,0.11764705882352941,0.22340425531914895,0.19883040935672516,51.58457711442787,11.612537313432835,13.112437810945273,56.87411764705885,9.549803921568628,9.937254901960785,0.03225806451612903,0.10344827586206896,0.0,0.0,0.0,0.0,0.0,0.0,-0.07119021134593993,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.7857142857142857
45,wrong_item,polite,low,kg_activation,kg_activation,80,44,4,2,0.775,0.8636363636363636,0.4000000000000001,0.1238938053097345,0.20869565217391303,0.25,0.08759124087591241,58.93987676056341,9.447992957746479,9.916901408450705,37.46164634146342,13.126951219512197,14.053658536585367,0.03225806451612903,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,-0.0022246941045606233,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8
46,wrong_item,angry,high,kg_activation,kg_activation,68,60,3,3,0.7794117647058824,0.8666666666666667,0.3559322033898305,0.06896551724137931,0.16949152542372883,0.1739130434782609,0.1610738255033557,39.148571428571444,13.015873015873016,15.384126984126983,38.85805031446543,12.228301886792455,13.859119496855346,0.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,-0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,14,0.12727272727272726,0.8454545454545456
47,wrong_item,frustrated,high,kg_activation,kg_activation,53,65,2,3,0.8301886792452831,0.8153846153846154,0.30357142857142855,0.05454545454545455,0.17857142857142855,0.20809248554913296,0.25136612021857924,57.94400000000002,11.388000000000002,12.4,32.25240437158473,13.812131147540985,16.002185792349728,0.0,0.034482758620689655,0.03225806451612903,0.0,0.6666666666666666,0.0,0.0,0.0,-0.06674082313681869,0.0,0.0,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8,5,0.08928571428571429,0.85625
48,wrong_item,neutral,medium,kg_activation,kg_activation,84,49,3,2,0.8928571428571429,0.8979591836734694,0.23622047244094488,0.064,0.14173228346456693,0.2099447513812155,0.21333333333333332,55.714230769230795,11.947435897435899,12.964102564102564,22.782500000000027,15.919680851063834,17.059574468085106,0.0,0.034482758620689655,0.0,0.0,0.5,0.0,0.0,0.0,-0.034482758620689655,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,6,0.14285714285714285,0.8071428571428572
